C303CA,CA11,1400,Y,120,120,bmp,1300,N
C311CA,CA12,1400,Y,120,120,bmp,1300,N
C409CA,CA13,7500,Y,120,120,png,6000,Y
C452CA,CA14,7500,Y,120,120,png,6000,Y
A3012CA,CA21,9000,Y,125,120,jpg,8000,Y
A5302CA,CA22,9000,Y,125,120,jpg,20000,Y
A5401CA A5401CA II(A5401CA),CA23,9000,Y,123,120,jpg,20000,Y
A5403CA,CA24,9000,Y,230,224,jpg,20000,Y
A5406CA,CA25,9000,Y,230,224,jpg,20000,Y
A5407CA,CA26,9000,Y,230,224,jpg,20000,Y
A5512CA,CA27,9000,Y,230,224,jpg,20000,Y
A5513CA(G'zOne TYPE-R),CA28,9000,Y,230,224,jpg,20000,Y
W21CA W21CA II(W21CA),CA31,9000,Y,123,120,jpg,20000,Y
W31CA,CA32,9000,Y,230,224,jpg,20000,Y
W41CA,CA33,9000,Y,230,224,jpg,20000,Y
W42CA,CA34,9000,Y,232,232,jpg,20000,Y
W43CA,CA35,9000,Y,232,232,jpg,20000,Y
C202DE,DN01,1400,Y,108,104,bmp,1300,N
C402DE,DN11,7500,Y,120,120,png,6000,Y
C201H(C201H_A),HI01,1400,Y,120,120,bmp,1300,N
C201H(C201H_A),HI02,1400,Y,120,120,bmp,1300,N
C302H,HI11,1400,Y,120,120,bmp,1300,N
C309H,HI12,7500,Y,120,120,png,6000,N
C407H,HI13,7500,Y,120,120,png,6000,Y
C451H,HI14,7500,Y,120,120,png,6000,Y
C3001H,HI21,9000,Y,120,120,jpg,8000,Y
A5303H,HI23,9000,Y,125,120,jpg,20000,Y
A5303H II(A5303H2),HI24,9000,Y,125,120,jpg,20000,Y
W11H,HI31,9000,Y,233,232,jpg,20000,Y
W21H,HI32,9000,Y,123,120,jpg,20000,Y
W22H,HI33,9000,Y,230,224,jpg,20000,Y
W31H(PENCK),HI34,9000,Y,230,224,jpg,20000,Y
W32H,HI35,9000,Y,230,224,jpg,20000,Y
W41H,HI36,9000,Y,230,224,jpg,20000,Y
W42H,HI37,9000,Y,232,232,jpg,20000,Y
W43H,HI38,9000,Y,232,232,jpg,20000,Y
C307K,KC11,1400,Y,121,120,bmp,1300,N
C313K,KC12,1400,Y,120,120,png,1300,N
C414K,KC13,7500,Y,120,120,jpg,6000,Y
A1012K A1012K II(A1012K),KC14,7500,Y,120,120,jpg,6000,Y
A1013K,KC15,7500,Y,120,120,jpg,6000,Y
C3002K,KC21,9000,Y,128,128,jpg,7000,Y
A5305K,KC22,9000,Y,125,120,jpg,20000,Y
A1401K,KC23,9000,Y,126,120,jpg,20000,Y
A5502K(A5502K_A),KC24,9000,Y,234,232,jpg,20000,Y
A5502K(A5502K_B),KC25,9000,Y,234,232,jpg,20000,Y
A1403KB01K(A1403K),KC26,9000,Y,234,232,jpg,20000,Y
A5515K,KC27,9000,Y,234,232,jpg,20000,Y
A5521K,KC28,9000,Y,234,232,jpg,20000,Y
W11K,KC31,9000,Y,233,232,jpg,20000,Y
W21K,KC32,9000,Y,234,232,jpg,20000,Y
W31K W31K II(W31K),KC33,9000,Y,234,232,jpg,20000,Y
W32K,KC34,9000,Y,234,232,jpg,20000,Y
W41K,KC35,9000,Y,232,232,jpg,20000,Y
W42K,KC36,9000,Y,232,232,jpg,20000,Y
W43K,KC37,9000,Y,232,232,jpg,20000,Y
W44K,KC38,9000,Y,232,232,jpg,20000,Y
D303K,KCC1,1400121,120,bmp,1300,N
D304K,KCC2,1400121,120,bmp,1300,N
702G,KCI1,1400121,120,bmp,1300,N
703G,KCI2,1400121,120,bmp,1300,N
TK01,KCT1,1400,Y,121,120,bmp,1300,Y
TK02,KCT2,1400,Y,121,120,bmp,1300,Y
TK0K,KCT3,1400,Y,121,120,bmp,1300,Y
TK03,KCT4,7500,Y,96,96,png,6000,Y
TK04,KCT5,7500,Y,96,96,png,6000,Y
TK05,KCT6,7500,Y,96,96,png,6000,Y
TK11,KCT7,7500,Y,96,96,png,6000,Y
TK12,KCT8,7500,Y,120,120,png,6000,Y
TK21,KCT9,7500,Y,120,120,jpg,6000,Y
TK22,KCTA,7500,Y,120,120,jpg,6000,Y
TK23,KCTB,7500,Y,120,120,png,6000,Y
